"ROK","ICP","TYP","FUEL_NAME"
2022,210901782,"SPAL","zemní plyn"
2022,210901892,"SPAL","nafta"
2022,210901892,"SPAL","zemní plyn"
2022,210902152,"SPAL","nafta"
2022,210902182,"SPAL","zemní plyn"
2022,210902322,"SPAL","zemní plyn"
2022,210902452,"SPAL","zemní plyn"
2022,210902592,"SPAL","dřevní biomasa"
2022,210902602,"SPAL","dřevní biomasa"
2022,210902922,"SPAL","zemní plyn"
2022,210902942,"SPAL","zemní plyn"
2022,210902992,"SPAL","zemní plyn"
2022,210903002,"SPAL","zemní plyn"
2022,210903022,"SPAL","nafta"
2022,210903022,"SPAL","zemní plyn"
2022,210903062,"SPAL","zemní plyn"
2022,210903092,"SPAL","zemní plyn"
2022,210903192,"SPAL","zemní plyn"
2022,210903202,"SPAL","zemní plyn"
2022,210903282,"SPAL","zemní plyn"
2022,210903292,"SPAL","zemní plyn"
2022,210970092,"SPAL","zemní plyn"
2022,210970122,"SPAL","zemní plyn"
2022,211000022,"SPAL","zemní plyn"
2022,211000072,"SPAL","nafta"
2022,211000142,"SPAL","zemní plyn"
2022,211000262,"SPAL","nafta"
2022,211000262,"SPAL","zemní plyn"
2022,211000272,"SPAL","zemní plyn"
2022,211000312,"SPAL","hnědé uhlí tříděné"
2022,211000342,"SPAL","zemní plyn"
2022,211000422,"SPAL","zemní plyn"
2022,211000472,"SPAL","zemní plyn"
2022,211000542,"SPAL","bylinná biomasa (sláma, apod.)"
2022,211000582,"SPAL","zemní plyn"
2022,211000692,"SPAL","zemní plyn"
2022,211000792,"SPAL","zemní plyn"
2022,211000882,"SPAL","zemní plyn"
2022,211000892,"SPAL","zemní plyn"
2022,211000952,"SPAL","zemní plyn"
2022,211001052,"SPAL","zemní plyn"
2022,211001082,"SPAL","zemní plyn"
2022,211001242,"SPAL","zemní plyn"
2022,211001282,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,211001362,"SPAL","skládkový plyn"
2022,211001372,"SPAL","bioplyn"
2022,211001372,"SPAL","zemní plyn"
2022,211001502,"SPAL","nafta"
2022,211001522,"SPAL","nafta"
2022,211001522,"SPAL","zemní plyn"
2022,211001542,"SPAL","zemní plyn"
2022,211001632,"SPAL","zemní plyn"
2022,211001762,"SPAL","zemní plyn"
2022,211001792,"SPAL","zemní plyn"
2022,211002182,"SPAL","nafta"
2022,211002212,"SPAL","zemní plyn"
2022,211002322,"SPAL","zemní plyn"
2022,211070022,"SPAL","zemní plyn"
2022,211070162,"SPAL","zemní plyn"
2022,211070332,"SPAL","zemní plyn"
2022,211070332,"SPAL","nafta"
2022,211070352,"SPAL","zemní plyn"
2022,211070352,"SPAL","nafta"
2022,211070562,"SPAL","bioplyn"
2022,211070622,"SPAL","zemní plyn"
2022,211100292,"SPAL","nafta"
2022,211100452,"SPAL","zemní plyn"
2022,211100452,"SPAL","nafta"
2022,211100602,"SPAL","nafta"
2022,211100602,"SPAL","zemní plyn"
2022,211100652,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,211170112,"SPAL","zemní plyn"
2022,211170132,"SPAL","zemní plyn"
2022,211170262,"SPAL","propan, butan a jejich směsi"
2022,211170272,"SPAL","nafta"
2022,211200012,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,211200282,"SPAL","propan, butan a jejich směsi"
2022,211200402,"SPAL","zemní plyn"
2022,211200562,"SPAL","zemní plyn"
2022,211200642,"SPAL","hnědé uhlí tříděné"
2022,211200762,"SPAL","zemní plyn"
2022,211200932,"SPAL","zemní plyn"
