"ROK","ICP","TYP_KAT","NAZEV_PRILOHA2"
2023,610400382,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610400382,"TECHN","Aplikace nátěrových hmot, včetně kataforetického nanášení, nespadají-li pod činnosti uvedené pod kódy 9.9. až 9.14., s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610400482,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610400552,"TECHN","Spalovací jednotky přímých procesních ohřevů (s kontaktem) jinde neuvedené o celkovém jmenovitém tepelném příkonu od více než 0,3 MW do 5 MW včetně"
2023,610400622,"TECHN","Povrchová úprava kovů a plastů a jiných nekovových předmětů s celkovou projektovanou kapacitou objemu lázně do 30 m3 včetně (vyjma oplachu), procesy bez použití lázní"
2023,610400682,"TECHN","Nanášení adhezivních materiálů s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610400682,"TECHN","Zpracování dřeva (nepřemísťující se zařízení), vyjma výroby uvedené pod kódem 7.8., o celkové projektované spotřebě materiálu 150 m3 nebo větší za rok"
2023,610400692,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610400702,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610400712,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610400742,"SPAL","Spalování paliv ve spalovacích stacionárních zdrojích o celkovém jmenovitém tepelném příkonu od více než 0,3 MW do 5 MW včetně, které nejsou uvedeny pod jiným kódem"
2023,610400742,"TECHN","Odmašťování a čištění povrchů prostředky s obsahem těkavých organických látek, které nejsou uvedeny pod kódem 9.5., s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610400742,"TECHN","Povrchová úprava kovů a plastů a jiných nekovových předmětů s celkovou projektovanou kapacitou objemu lázně do 30 m3 včetně (vyjma oplachu), procesy bez použití lázní"
2023,610400752,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610400752,"TECHN","Zpracování dřeva (nepřemísťující se zařízení), vyjma výroby uvedené pod kódem 7.8., o celkové projektované spotřebě materiálu 150 m3 nebo větší za rok"
2023,610400862,"SPAL","Spalování paliv v pístových spalovacích motorech o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610400862,"TECHN","Spalovací jednotky přímých procesních ohřevů (s kontaktem) jinde neuvedené o celkovém jmenovitém tepelném příkonu od více než 0,3 MW do 5 MW včetně"
2023,610400862,"TECHN","Výroba bioplynu"
2023,610400882,"SPAL","Spalování paliv ve spalovacích stacionárních zdrojích o celkovém jmenovitém tepelném příkonu od více než 0,3 MW do 5 MW včetně, které nejsou uvedeny pod jiným kódem"
2023,610400982,"TECHN","Těžba kamene, nerostů a paliv - kamenolomy, povrchové doly paliv nebo jiných nerostných surovin, zpracování kamene, paliv nebo jiných nerostných surovin (především těžba, vrtání, odstřel, bagrování, třídění drcení a doprava) o celkové projektované kapacitě vyšší než 25 m3 za den."
2023,610400992,"TECHN","Zpracování dřeva (nepřemísťující se zařízení), vyjma výroby uvedené pod kódem 7.8., o celkové projektované spotřebě materiálu 150 m3 nebo větší za rok"
2023,610401092,"TECHN","Zpracování dřeva (nepřemísťující se zařízení), vyjma výroby uvedené pod kódem 7.8., o celkové projektované spotřebě materiálu 150 m3 nebo větší za rok"
2023,610401142,"SPAL","Spalování paliv v pístových spalovacích motorech o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610401142,"TECHN","Výroba bioplynu"
2023,610401552,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610401552,"SPAL","Spalování paliv ve spalovacích stacionárních zdrojích o celkovém jmenovitém tepelném příkonu od více než 0,3 MW do 5 MW včetně, které nejsou uvedeny pod jiným kódem"
2023,610401552,"TECHN","Nanášení práškových plastů"
2023,610401552,"TECHN","Povrchová úprava kovů a plastů a jiných nekovových předmětů s celkovou projektovanou kapacitou objemu lázně do 30 m3 včetně (vyjma oplachu), procesy bez použití lázní"
2023,610401552,"TECHN","Povrchová úprava kovů a plastů a jiných nekovových předmětů s celkovou projektovanou kapacitou objemu lázně větší než 30 m3 (vyjma oplachu)"
2023,610401552,"TECHN","Žárové pokovování zinkem"
2023,610401632,"TECHN","Skládky, které přijímají více než 10 t odpadu denně nebo mají celkovou projektovanou kapacitu větší než 25 000 t"
2023,610401702,"TECHN","Zpracování dřeva (nepřemísťující se zařízení), vyjma výroby uvedené pod kódem 7.8., o celkové projektované spotřebě materiálu 150 m3 nebo větší za rok"
2023,610401712,"TECHN","Zpracování kamene, paliv nebo jiných nerostných surovin o celkové projektované kapacitě vyšší než 25 m3 za den - činnosti nesouvisející s těžbou (výroba nebo zpracování umělého kamene, ušlechtilá kamenická výroba; příprava stavebních hmot a betonu, recyklační linky stavebních hmot - nepřemisťující se zařízení)"
2023,610401762,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610401832,"TECHN","Povrchová úprava kovů a plastů a jiných nekovových předmětů s celkovou projektovanou kapacitou objemu lázně do 30 m3 včetně (vyjma oplachu), procesy bez použití lázní"
2023,610401842,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610401842,"TECHN","Nátěry dřevěných povrchů s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610401842,"TECHN","Zpracování dřeva (nepřemísťující se zařízení), vyjma výroby uvedené pod kódem 7.8., o celkové projektované spotřebě materiálu 150 m3 nebo větší za rok"
2023,610401842,"TECHN","Žárové pokovování zinkem"
2023,610470013,"TECHN","Čerpací stanice a zařízení na dopravu a skladování benzinu"
2023,610470023,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610470032,"TECHN","Povrchová úprava kovů a plastů a jiných nekovových předmětů s celkovou projektovanou kapacitou objemu lázně do 30 m3 včetně (vyjma oplachu), procesy bez použití lázní"
2023,610470052,"TECHN","Nanášení práškových plastů"
2023,610470102,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610470112,"SPAL","Spalování paliv ve spalovacích stacionárních zdrojích o celkovém jmenovitém tepelném příkonu od více než 0,3 MW do 5 MW včetně, které nejsou uvedeny pod jiným kódem"
2023,610470112,"TECHN","Aplikace nátěrových hmot, včetně kataforetického nanášení, nespadají-li pod činnosti uvedené pod kódy 9.9. až 9.14., s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610470112,"TECHN","Povrchová úprava kovů a plastů a jiných nekovových předmětů s celkovou projektovanou kapacitou objemu lázně do 30 m3 včetně (vyjma oplachu), procesy bez použití lázní"
2023,610470132,"TECHN","Spalovací jednotky přímých procesních ohřevů (s kontaktem) jinde neuvedené o celkovém jmenovitém tepelném příkonu od více než 0,3 MW do 5 MW včetně"
2023,610500042,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610500072,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610500142,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610500302,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610500372,"TECHN","Čerpací stanice a zařízení na dopravu a skladování benzinu"
2023,610500382,"TECHN","Čerpací stanice a zařízení na dopravu a skladování benzinu"
2023,610500402,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610500412,"TECHN","Krematoria a zařízení k výhradnímu spalování těl zvířat"
2023,610500422,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610500482,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610500482,"TECHN","Obalovny živičných směsí a mísírny živic, recyklace živičných povrchů - ostatní zařízení"
2023,610500522,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610500532,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610500532,"TECHN","Aplikace nátěrových hmot, včetně kataforetického nanášení, nespadají-li pod činnosti uvedené pod kódy 9.9. až 9.14., s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610500572,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610500602,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610500662,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610500692,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610500692,"TECHN","Výroba nebo zpracování syntetických polymerů a kompozitů, s výjimkou výroby syntetických polymerů a kompozitů uvedených pod jiným kódem, o celkové projektované kapacitě vyšší než 100 t za rok nebo s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610500712,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610500742,"TECHN","Aplikace nátěrových hmot, včetně kataforetického nanášení, nespadají-li pod činnosti uvedené pod kódy 9.9. až 9.14., s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610500742,"TECHN","Broušení kovů a plastů s celkovým elektrickým příkonem vyšším než 100 kW"
2023,610500742,"TECHN","Nanášení práškových plastů"
2023,610500742,"TECHN","Svařování kovových materiálů s celkovým elektrickým příkonem 1000 kW nebo vyšším"
2023,610500872,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610500882,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610501012,"SPAL","Spalování paliv ve spalovacích stacionárních zdrojích o celkovém jmenovitém tepelném příkonu od více než 0,3 MW do 5 MW včetně, které nejsou uvedeny pod jiným kódem"
2023,610501072,"TECHN","Spalovací jednotky přímých procesních ohřevů (s kontaktem) jinde neuvedené o celkovém jmenovitém tepelném příkonu od více než 0,3 MW do 5 MW včetně"
2023,610501202,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610501212,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610501212,"TECHN","Zařízení na úpravu a zpracování za účelem výroby potravin nebo krmiv z převážně rostlinných surovin o celkové projektované kapacitě 75 t hotových výrobků denně a vyšší"
2023,610501232,"TECHN","Spalovací jednotky přímých procesních ohřevů (s kontaktem) jinde neuvedené o celkovém jmenovitém tepelném příkonu od více než 0,3 MW do 5 MW včetně"
2023,610501262,"TECHN","Těžba kamene, nerostů a paliv - kamenolomy, povrchové doly paliv nebo jiných nerostných surovin, zpracování kamene, paliv nebo jiných nerostných surovin (především těžba, vrtání, odstřel, bagrování, třídění drcení a doprava) o celkové projektované kapacitě vyšší než 25 m3 za den."
2023,610501292,"TECHN","Čerpací stanice a zařízení na dopravu a skladování benzinu"
2023,610501462,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610501682,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610501692,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610501712,"SPAL","Spalování paliv v pístových spalovacích motorech o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610501712,"TECHN","Výroba bioplynu"
2023,610501752,"SPAL","Spalování paliv ve spalovacích stacionárních zdrojích o celkovém jmenovitém tepelném příkonu od více než 0,3 MW do 5 MW včetně, které nejsou uvedeny pod jiným kódem"
2023,610501792,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610501962,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610501982,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610501982,"TECHN","Spalovací jednotky přímých procesních ohřevů (s kontaktem) jinde neuvedené o celkovém jmenovitém tepelném příkonu od více než 0,3 MW do 5 MW včetně"
2023,610502082,"TECHN","Čerpací stanice a zařízení na dopravu a skladování benzinu"
2023,610502092,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502092,"TECHN","Udírny s celkovou projektovanou kapacitou na zpracování více než 1 t výrobků denně"
2023,610502092,"TECHN","Čistírny odpadních vod, které jsou primárně určeny k čištění vod z průmyslových provozoven a provozů technologií produkujících odpadní vody v množství větším než 50 m3za den"
2023,610502122,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502192,"TECHN","Čerpací stanice a zařízení na dopravu a skladování benzinu"
2023,610502202,"TECHN","Čerpací stanice a zařízení na dopravu a skladování benzinu"
2023,610502242,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502392,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502432,"TECHN","Čerpací stanice a zařízení na dopravu a skladování benzinu"
2023,610502552,"TECHN","Těžba kamene, nerostů a paliv - kamenolomy, povrchové doly paliv nebo jiných nerostných surovin, zpracování kamene, paliv nebo jiných nerostných surovin (především těžba, vrtání, odstřel, bagrování, třídění drcení a doprava) o celkové projektované kapacitě vyšší než 25 m3 za den."
2023,610502552,"TECHN","Zpracování kamene, paliv nebo jiných nerostných surovin o celkové projektované kapacitě vyšší než 25 m3 za den - činnosti nesouvisející s těžbou (výroba nebo zpracování umělého kamene, ušlechtilá kamenická výroba; příprava stavebních hmot a betonu, recyklační linky stavebních hmot - nepřemisťující se zařízení)"
2023,610502562,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502572,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502582,"TECHN","Čerpací stanice a zařízení na dopravu a skladování benzinu"
2023,610502642,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502792,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502852,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502862,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502872,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502882,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502902,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502932,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502942,"SPAL","Spalování paliv v pístových spalovacích motorech o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502952,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610502992,"TECHN","Ofset s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610503002,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503002,"SPAL","Spalování paliv v pístových spalovacích motorech o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503012,"TECHN","Těžba kamene, nerostů a paliv - kamenolomy, povrchové doly paliv nebo jiných nerostných surovin, zpracování kamene, paliv nebo jiných nerostných surovin (především těžba, vrtání, odstřel, bagrování, třídění drcení a doprava) o celkové projektované kapacitě vyšší než 25 m3 za den."
2023,610503122,"TECHN","Těžba kamene, nerostů a paliv - kamenolomy, povrchové doly paliv nebo jiných nerostných surovin, zpracování kamene, paliv nebo jiných nerostných surovin (především těžba, vrtání, odstřel, bagrování, třídění drcení a doprava) o celkové projektované kapacitě vyšší než 25 m3 za den."
2023,610503282,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503282,"TECHN","Nanášení adhezivních materiálů s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610503282,"TECHN","Nátěry dřevěných povrchů s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610503282,"TECHN","Zpracování dřeva (nepřemísťující se zařízení), vyjma výroby uvedené pod kódem 7.8., o celkové projektované spotřebě materiálu 150 m3 nebo větší za rok"
2023,610503342,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503392,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503392,"SPAL","Spalování paliv v pístových spalovacích motorech o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503392,"TECHN","Čerpací stanice a zařízení na dopravu a skladování benzinu"
2023,610503562,"TECHN","Čerpací stanice a zařízení na dopravu a skladování benzinu"
2023,610503662,"TECHN","Čerpací stanice a zařízení na dopravu a skladování benzinu"
2023,610503672,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503672,"TECHN","Zpracování dřeva (nepřemísťující se zařízení), vyjma výroby uvedené pod kódem 7.8., o celkové projektované spotřebě materiálu 150 m3 nebo větší za rok"
2023,610503692,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503732,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503842,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503862,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503872,"TECHN","Čerpací stanice a zařízení na dopravu a skladování benzinu"
2023,610503882,"TECHN","Kompostárny a zařízení na biologickou úpravu odpadů o celkové projektované kapacitě 10 t nebo větší na jednu zakládku nebo větší než 150 t zpracovaného odpadu ročně"
2023,610503882,"TECHN","Skládky, které přijímají více než 10 t odpadu denně nebo mají celkovou projektovanou kapacitu větší než 25 000 t"
2023,610503892,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503892,"SPAL","Spalování paliv v pístových spalovacích motorech o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503902,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503972,"TECHN","Čerpací stanice a zařízení na dopravu a skladování benzinu"
2023,610503992,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503992,"SPAL","Spalování paliv v pístových spalovacích motorech o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610503992,"TECHN","Odmašťování a čištění povrchů prostředky s obsahem těkavých organických látek, které nejsou uvedeny pod kódem 9.5., s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610503992,"TECHN","Povrchová úprava kovů a plastů a jiných nekovových předmětů s celkovou projektovanou kapacitou objemu lázně do 30 m3 včetně (vyjma oplachu), procesy bez použití lázní"
2023,610504052,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610504092,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610504152,"TECHN","Broušení kovů a plastů s celkovým elektrickým příkonem vyšším než 100 kW"
2023,610504152,"TECHN","Odmašťování a čištění povrchů prostředky s obsahem těkavých organických látek, které jsou klasifikovány jako karcinogenní, mutagenní a toxické pro reprodukci, s celkovou projektovanou spotřebou organických rozpouštědel 0,01 t za rok nebo větší; odmašťování a čištění povrchů prostředky s obsahem těkavých organických látek, které jsou klasifikovány jako halogenované, s celkovou projektovanou spotřebou organických rozpouštědel 0,1 t za rok nebo větší"
2023,610504152,"TECHN","Odmašťování a čištění povrchů prostředky s obsahem těkavých organických látek, které nejsou uvedeny pod kódem 9.5., s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610504172,"TECHN","Zpracování kamene, paliv nebo jiných nerostných surovin o celkové projektované kapacitě vyšší než 25 m3 za den - činnosti nesouvisející s těžbou (výroba nebo zpracování umělého kamene, ušlechtilá kamenická výroba; příprava stavebních hmot a betonu, recyklační linky stavebních hmot - nepřemisťující se zařízení)"
2023,610504192,"TECHN","Čistírny odpadních vod, které jsou primárně určeny k čištění vod z průmyslových provozoven a provozů technologií produkujících odpadní vody v množství větším než 50 m3za den"
2023,610504212,"TECHN","Zpracování kamene, paliv nebo jiných nerostných surovin o celkové projektované kapacitě vyšší než 25 m3 za den - činnosti nesouvisející s těžbou (výroba nebo zpracování umělého kamene, ušlechtilá kamenická výroba; příprava stavebních hmot a betonu, recyklační linky stavebních hmot - nepřemisťující se zařízení)"
2023,610504282,"TECHN","Jiné tiskařské činnosti s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610504292,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610504292,"TECHN","Skladování petrochemických výrobků a kapalných těkavých organických látek o objemu větším než 1000 m3 nebo skladovací nádrže s ročním objemem výtoče větším než 10 000 m3 a manipulace (není určeno pro automobilové benziny)"
2023,610504292,"TECHN","Stacionární zdroje jinde nezařazené (vyjma spalovacích zdrojů - nepřímých ohřevů), jejichž roční emise překračují hodnoty uvedené v kódech 11.1. až 11.9."
2023,610504632,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610504632,"TECHN","Zpracování dřeva (nepřemísťující se zařízení), vyjma výroby uvedené pod kódem 7.8., o celkové projektované spotřebě materiálu 150 m3 nebo větší za rok"
2023,610570032,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610570032,"TECHN","Aplikace nátěrových hmot, včetně kataforetického nanášení, nespadají-li pod činnosti uvedené pod kódy 9.9. až 9.14., s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610570032,"TECHN","Povrchová úprava kovů a plastů a jiných nekovových předmětů s celkovou projektovanou kapacitou objemu lázně do 30 m3 včetně (vyjma oplachu), procesy bez použití lázní"
2023,610570052,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610570122,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610570172,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610570172,"SPAL","Spalování paliv v pístových spalovacích motorech o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610570172,"TECHN","Čerpací stanice a zařízení na dopravu a skladování benzinu"
2023,610570192,"TECHN","Kompostárny a zařízení na biologickou úpravu odpadů o celkové projektované kapacitě 10 t nebo větší na jednu zakládku nebo větší než 150 t zpracovaného odpadu ročně"
2023,610570202,"TECHN","Kompostárny a zařízení na biologickou úpravu odpadů o celkové projektované kapacitě 10 t nebo větší na jednu zakládku nebo větší než 150 t zpracovaného odpadu ročně"
2023,610570212,"TECHN","Zpracování kamene, paliv nebo jiných nerostných surovin o celkové projektované kapacitě vyšší než 25 m3 za den - činnosti nesouvisející s těžbou (výroba nebo zpracování umělého kamene, ušlechtilá kamenická výroba; příprava stavebních hmot a betonu, recyklační linky stavebních hmot - nepřemisťující se zařízení)"
2023,610570262,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610570322,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610570322,"SPAL","Spalování paliv v pístových spalovacích motorech o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610570342,"SPAL","Spalování paliv ve spalovacích stacionárních zdrojích o celkovém jmenovitém tepelném příkonu od více než 0,3 MW do 5 MW včetně, které nejsou uvedeny pod jiným kódem"
2023,610570342,"TECHN","Aplikace nátěrových hmot, včetně kataforetického nanášení, nespadají-li pod činnosti uvedené pod kódy 9.9. až 9.14., s celkovou projektovanou spotřebou organických rozpouštědel 0,6 t za rok nebo větší"
2023,610570342,"TECHN","Povrchová úprava kovů a plastů a jiných nekovových předmětů s celkovou projektovanou kapacitou objemu lázně do 30 m3 včetně (vyjma oplachu), procesy bez použití lázní"
2023,610570342,"TECHN","Tavení a odlévání neželezných kovů a jejich slitin o celkové projektované kapacitě větší než 50 kg za den"
2023,610570342,"TECHN","Výroba nebo tavení neželezných kovů, slévání slitin, přetavování produktů, rafinace a výroba odlitků - Doprava a manipulace se vsázkou nebo produktem"
2023,610570362,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610570372,"TECHN","Broušení kovů a plastů s celkovým elektrickým příkonem vyšším než 100 kW"
2023,610570372,"TECHN","Povrchová úprava kovů a plastů a jiných nekovových předmětů s celkovou projektovanou kapacitou objemu lázně do 30 m3 včetně (vyjma oplachu), procesy bez použití lázní"
2023,610570482,"SPAL","Spalování paliv v kotlích o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
2023,610570602,"TECHN","Nanášení práškových plastů"
2023,610570652,"SPAL","Spalování paliv v pístových spalovacích motorech o celkovém jmenovitém tepelném příkonu od 0,3 MW do 5 MW včetně"
